Year,Date,State,City_Or_County,Killed,Injured
2022,1-Jan-22,Pennsylvania,Philadelphia,1,4
2022,1-Jan-22,Wisconsin,Kenosha,1,3
2022,1-Jan-22,Illinois,Peoria,2,2
2022,1-Jan-22,South Carolina,Dillon,0,5
2022,1-Jan-22,Indiana,South Bend,0,4
2022,1-Jan-22,Colorado,Denver,2,2
2021,31-Dec-21,Maryland,Capitol Heights,0,4
2021,31-Dec-21,Mississippi,Gulfport,4,3
2021,31-Dec-21,California,Los Angeles,0,6
2021,30-Dec-21,Pennsylvania,Philadelphia,0,7
2021,30-Dec-21,Missouri,Kirksville,3,1
2021,27-Dec-21,Colorado,Denver,6,2
2021,27-Dec-21,Ohio,Youngstown,1,3
2021,27-Dec-21,Alabama,Mobile,1,3
2021,26-Dec-21,Virginia,Clear Brook,1,4
2021,26-Dec-21,Texas,Garland,3,1
2021,26-Dec-21,New York,Buffalo,0,4
2021,26-Dec-21,Mississippi,Fayette,1,6
2021,26-Dec-21,Pennsylvania,Philadelphia,0,4
2021,25-Dec-21,Louisiana,Lafayette,0,4
2021,24-Dec-21,Georgia,Roswell,1,3
2021,24-Dec-21,Pennsylvania,Pittsburgh,0,6
2021,24-Dec-21,New York,Brooklyn,0,4
2021,19-Dec-21,Illinois,Lovejoy (Brooklyn),1,3
2021,17-Dec-21,Maryland,Baltimore,1,3
2021,17-Dec-21,Maryland,Baltimore,1,4
2021,17-Dec-21,Virginia,Portsmouth,0,4
2021,13-Dec-21,California,Fresno,0,4
2021,13-Dec-21,Pennsylvania,Philadelphia,0,4
2021,13-Dec-21,North Carolina,Durham,2,4
2021,12-Dec-21,Mississippi,Bolton,0,6
2021,12-Dec-21,Florida,Tampa,0,5
2021,12-Dec-21,Texas,Baytown,1,13
2021,12-Dec-21,Virginia,Woodbridge,0,4
2021,11-Dec-21,Illinois,River Grove,1,3
2021,10-Dec-21,Michigan,Lansing,1,3
2021,10-Dec-21,Florida,Orlando,0,5
2021,10-Dec-21,North Carolina,Charlotte,0,5
2021,9-Dec-21,Maryland,Capitol Heights,0,4
2021,9-Dec-21,Wisconsin,Beloit,1,5
2021,6-Dec-21,Pennsylvania,Philadelphia,0,4
2021,5-Dec-21,Michigan,Detroit,2,2
2021,5-Dec-21,Texas,El Paso,1,3
2021,3-Dec-21,Tennessee,Memphis,2,2
2021,2-Dec-21,North Carolina,Elizabeth City,3,3
2021,30-Nov-21,Michigan,Oxford,4,7
2021,30-Nov-21,Georgia,Rex,4,2
2021,28-Nov-21,Pennsylvania,Philadelphia,0,4
2021,28-Nov-21,Maryland,Baltimore,0,7
2021,28-Nov-21,Illinois,Evanston,1,4
2021,28-Nov-21,California,Lancaster,5,0
2021,28-Nov-21,Colorado,Aurora,0,5
2021,27-Nov-21,New Jersey,Newark,1,3
2021,26-Nov-21,Tennessee,Nashville,3,4
2021,25-Nov-21,Texas,San Antonio,2,2
2021,25-Nov-21,South Carolina,Green Sea,0,4
2021,23-Nov-21,Florida,Lehigh Acres,0,4
2021,23-Nov-21,Texas,Marshall,1,3
2021,22-Nov-21,North Carolina,Warsaw,2,2
2021,21-Nov-21,New Jersey,Passaic,0,5
2021,21-Nov-21,Louisiana,Baton Rouge,1,4
2021,20-Nov-21,California,Fresno,2,2
2021,20-Nov-21,Illinois,Berwyn,0,4
2021,18-Nov-21,Maryland,Cambridge,1,3
2021,17-Nov-21,Illinois,East Saint Louis,1,3
2021,17-Nov-21,New York,Newburgh,0,4
2021,17-Nov-21,New York,Bronx,1,3
2021,17-Nov-21,Illinois,Chicago,0,4
2021,15-Nov-21,New York,New York (Manhattan),0,4
2021,15-Nov-21,Colorado,Aurora,0,6
2021,14-Nov-21,Pennsylvania,Philadelphia,0,6
2021,14-Nov-21,Missouri,Columbia,1,5
2021,14-Nov-21,Oregon,Chiloquin,2,2
2021,14-Nov-21,Arizona,Tucson,4,1
2021,14-Nov-21,Alabama,Troy,1,5
2021,13-Nov-21,North Carolina,Winston Salem (Winston-salem),0,4
2021,13-Nov-21,Louisiana,Houma,0,4
2021,12-Nov-21,Virginia,Richmond,2,2
2021,12-Nov-21,Alabama,Birmingham,2,2
2021,9-Nov-21,New York,Rochester,0,4
2021,9-Nov-21,Louisiana,Hahnville (Killona),1,4
2021,9-Nov-21,South Dakota,Scotland,3,2
2021,8-Nov-21,Texas,Victoria,3,1
2021,8-Nov-21,Pennsylvania,Philadelphia,0,4
2021,7-Nov-21,Wisconsin,Kenosha,1,3
2021,6-Nov-21,California,Oakley,2,2
2021,6-Nov-21,Texas,Marshall,0,6
2021,6-Nov-21,California,Highland,0,4
2021,5-Nov-21,California,Oakland,1,3
2021,3-Nov-21,Iowa,Des Moines,0,4
2021,3-Nov-21,Virginia,Norfolk,3,2
2021,2-Nov-21,Alabama,Mobile,0,4
2021,1-Nov-21,Florida,Orlando,0,4
2021,1-Nov-21,Texas,San Antonio,0,4
2021,31-Oct-21,Kentucky,Louisville,2,2
2021,31-Oct-21,Colorado,Littleton (Lakewood),2,2
2021,31-Oct-21,Illinois,Flossmoor,1,3
2021,31-Oct-21,Texas,Houston,1,3
2021,31-Oct-21,Illinois,Joliet,2,12
2021,31-Oct-21,Texas,Fort Worth,1,3
2021,30-Oct-21,California,Gilroy,2,2
2021,30-Oct-21,Illinois,Decatur,0,4
2021,30-Oct-21,Oklahoma,Oklahoma City,0,4
2021,30-Oct-21,California,Sacramento,2,5
2021,30-Oct-21,Florida,Saint Petersburg,1,4
2021,30-Oct-21,Texas,Texarkana,1,9
2021,29-Oct-21,New York,Poughkeepsie,0,5
2021,29-Oct-21,Michigan,Kalamazoo,0,4
2021,28-Oct-21,Nevada,Las Vegas,0,4
2021,28-Oct-21,Tennessee,Nashville,1,3
2021,25-Oct-21,Idaho,Boise,3,3
2021,24-Oct-21,California,Gonzales,2,2
2021,24-Oct-21,Mississippi,Crenshaw,2,3
2021,23-Oct-21,South Carolina,Florence,0,6
2021,23-Oct-21,California,Ontario,1,4
2021,23-Oct-21,Georgia,Fort Valley,1,7
2021,22-Oct-21,Illinois,Chicago,0,5
2021,22-Oct-21,Washington,Renton,0,4
2021,22-Oct-21,Maryland,Baltimore,0,7
2021,21-Oct-21,New York,Brooklyn,0,4
2021,21-Oct-21,Washington,Tacoma,4,0
2021,20-Oct-21,Michigan,Farwell,4,0
2021,19-Oct-21,Wisconsin,Kenosha,3,2
2021,17-Oct-21,Louisiana,Grambling,1,7
2021,17-Oct-21,Missouri,Saint Louis,1,3
2021,17-Oct-21,Texas,Houston,0,7
2021,17-Oct-21,Colorado,Colorado Springs,0,5
2021,17-Oct-21,Wisconsin,Racine,0,6
2021,17-Oct-21,Arkansas,Pine Bluff,1,9
2021,17-Oct-21,Arkansas,Pine Bluff,1,3
2021,17-Oct-21,Mississippi,Jackson,3,3
2021,16-Oct-21,Texas,Killeen,1,3
2021,15-Oct-21,Alabama,Mobile,0,5
2021,14-Oct-21,Minnesota,Minneapolis,1,4
2021,14-Oct-21,Mississippi,Mccomb,0,6
2021,12-Oct-21,Florida,Naples,1,5
2021,12-Oct-21,Mississippi,Meridian,3,1
2021,11-Oct-21,Georgia,Atlanta,0,6
2021,10-Oct-21,Minnesota,Saint Paul,1,15
2021,10-Oct-21,South Carolina,Mc Coll (Mccoll),2,3
2021,10-Oct-21,Iowa,Sioux City,0,4
2021,10-Oct-21,Illinois,Chicago,1,4
2021,10-Oct-21,Delaware,Dover,1,4
2021,9-Oct-21,Louisiana,Livingston,2,4
2021,9-Oct-21,Texas,Dallas,0,4
2021,9-Oct-21,New York,Albany,1,6
2021,9-Oct-21,Colorado,Denver,1,3
2021,8-Oct-21,Maryland,Baltimore,0,4
2021,8-Oct-21,District of Columbia,Washington,1,3
2021,8-Oct-21,Alabama,Montgomery,1,3
2021,7-Oct-21,Wisconsin,Milwaukee,3,1
2021,7-Oct-21,Illinois,Chicago,0,4
2021,7-Oct-21,Wisconsin,Milwaukee,0,5
2021,7-Oct-21,Louisiana,New Orleans,1,4
2021,6-Oct-21,Maryland,Baltimore,1,5
2021,6-Oct-21,Louisiana,New Orleans,2,2
2021,6-Oct-21,Ohio,Cleveland,0,4
2021,6-Oct-21,Ohio,Cleveland,0,4
2021,5-Oct-21,Illinois,Rockford,1,3
2021,5-Oct-21,Minnesota,Saint Paul,0,4
2021,4-Oct-21,Minnesota,Minneapolis,0,4
2021,3-Oct-21,South Carolina,Bishopville,1,4
2021,2-Oct-21,Texas,San Antonio,1,3
2021,2-Oct-21,Colorado,Aurora,1,3
2021,1-Oct-21,District of Columbia,Washington,1,5
2021,1-Oct-21,Iowa,Cedar Rapids,0,6
2021,29-Sep-21,Illinois,Chicago,0,5
2021,28-Sep-21,Minnesota,Minneapolis,1,3
2021,28-Sep-21,Illinois,Chicago,1,3
2021,27-Sep-21,New York,New York (Manhattan),0,5
2021,27-Sep-21,Illinois,Chicago,1,3
2021,26-Sep-21,Illinois,Chicago,0,6
2021,26-Sep-21,California,Oakland,0,4
2021,26-Sep-21,Washington,Seattle (Des Moines),3,3
2021,25-Sep-21,New York,Utica,0,4
2021,25-Sep-21,Tennessee,Athens,4,1
2021,25-Sep-21,Tennessee,Chattanooga,2,5
2021,25-Sep-21,California,Riverside,0,6
2021,24-Sep-21,South Carolina,Aiken,4,1
2021,24-Sep-21,California,Los Angeles,0,4
2021,23-Sep-21,Tennessee,Collierville,2,14
2021,23-Sep-21,Pennsylvania,Philadelphia,0,4
2021,22-Sep-21,North Carolina,Fayetteville,2,2
2021,21-Sep-21,District of Columbia,Washington,0,5
2021,20-Sep-21,Pennsylvania,Philadelphia,1,5
2021,20-Sep-21,Missouri,Saint Louis,1,3
2021,19-Sep-21,New York,Rochester,2,2
2021,19-Sep-21,Florida,Miami,0,4
2021,19-Sep-21,California,Oakland,1,3
2021,19-Sep-21,Texas,Dallas,2,4
2021,19-Sep-21,Illinois,Chicago,0,5
2021,19-Sep-21,South Carolina,Yemassee,1,7
2021,18-Sep-21,New York,Bronx,1,3
2021,18-Sep-21,Illinois,Danville,2,2
2021,18-Sep-21,Louisiana,Opelousas,0,5
2021,17-Sep-21,Georgia,Augusta,0,4
2021,14-Sep-21,Maryland,Baltimore,0,4
2021,14-Sep-21,Ohio,Cleveland,0,6
2021,13-Sep-21,Wisconsin,Milwaukee,0,5
2021,12-Sep-21,Minnesota,Saint Paul,4,0
2021,12-Sep-21,Texas,Temple,0,4
2021,12-Sep-21,Illinois,Blue Island,2,2
2021,12-Sep-21,Michigan,Detroit,2,4
2021,11-Sep-21,Alabama,Dothan,0,5
2021,11-Sep-21,New York,Utica,1,3
2021,11-Sep-21,Illinois,Chicago,1,3
2021,11-Sep-21,Illinois,Chicago,2,4
2021,11-Sep-21,New Jersey,Paterson,0,4
2021,10-Sep-21,Florida,Orlando,0,4
2021,9-Sep-21,Illinois,East Saint Louis,0,7
2021,9-Sep-21,Alabama,Montgomery,1,3
2021,8-Sep-21,Missouri,Saint Louis,0,4
2021,7-Sep-21,Delaware,Wilmington,0,4
2021,7-Sep-21,Kansas,Wichita,1,5
2021,6-Sep-21,Georgia,Atlanta,0,5
2021,5-Sep-21,Missouri,Independence,0,4
2021,5-Sep-21,New York,Bronx,0,4
2021,5-Sep-21,Missouri,Wyatt,0,4
2021,5-Sep-21,Texas,Houston,4,0
2021,5-Sep-21,Georgia,Athens,0,6
2021,5-Sep-21,Florida,Lakeland,4,2
2021,5-Sep-21,Ohio,Cincinnati,0,4
2021,4-Sep-21,Louisiana,Monroe,1,3
2021,4-Sep-21,District of Columbia,Washington,3,3
2021,4-Sep-21,Alabama,Birmingham,2,2
2021,4-Sep-21,Georgia,Warner Robins,1,4
2021,4-Sep-21,Pennsylvania,Pittsburgh,0,4
2021,4-Sep-21,Illinois,Chicago,0,5
2021,3-Sep-21,Texas,Austin,1,3
2021,3-Sep-21,New York,Syracuse,0,4
2021,3-Sep-21,Louisiana,New Iberia,1,3
2021,2-Sep-21,New York,Niagara Falls,0,4
2021,31-Aug-21,North Carolina,Elm City,2,2
2021,30-Aug-21,Illinois,Normal,3,3
2021,29-Aug-21,Tennessee,Nashville,0,5
2021,29-Aug-21,Nevada,Las Vegas,1,3
2021,29-Aug-21,Wisconsin,Milwaukee,0,4
2021,28-Aug-21,New York,Albany,0,5
2021,28-Aug-21,California,San Diego,0,4
2021,28-Aug-21,Illinois,Chicago,0,4
2021,27-Aug-21,California,Los Angeles,0,4
2021,27-Aug-21,West Virginia,Huntington,2,2
2021,27-Aug-21,Pennsylvania,Sharon Hill,1,4
2021,26-Aug-21,Minnesota,Minneapolis,0,7
2021,23-Aug-21,Illinois,Chicago,0,4
2021,22-Aug-21,Illinois,Chicago,1,4
2021,22-Aug-21,Oregon,Portland,0,5
2021,22-Aug-21,Illinois,Carbondale,1,3
2021,22-Aug-21,Colorado,Denver,1,5
2021,22-Aug-21,Michigan,Grand Rapids,1,3
2021,21-Aug-21,Illinois,Chicago,0,4
2021,21-Aug-21,Illinois,Chicago,1,5
2021,20-Aug-21,Michigan,Flint,1,3
2021,19-Aug-21,Illinois,Chicago,0,4
2021,19-Aug-21,Pennsylvania,Philadelphia,1,4
2021,19-Aug-21,Maryland,Edgewood,1,3
2021,18-Aug-21,Maryland,Germantown,1,3
2021,18-Aug-21,North Carolina,Durham,1,3
2021,18-Aug-21,Ohio,Youngstown,2,4
2021,18-Aug-21,California,Los Angeles,0,4
2021,17-Aug-21,New York,Brooklyn,0,5
2021,16-Aug-21,New York,Brooklyn,0,8
2021,16-Aug-21,Michigan,Detroit,1,3
2021,15-Aug-21,Texas,San Antonio,3,2
2021,15-Aug-21,Illinois,Chicago,0,4
2021,14-Aug-21,Indiana,Indianapolis,1,3
2021,14-Aug-21,New York,Brooklyn,0,4
2021,14-Aug-21,Ohio,Akron,0,5
2021,14-Aug-21,Indiana,Indianapolis,1,4
2021,14-Aug-21,New Jersey,Trenton,0,4
2021,14-Aug-21,Texas,Wichita Falls,0,4
2021,13-Aug-21,Nevada,Las Vegas,1,6
2021,11-Aug-21,Pennsylvania,Philadelphia,1,4
2021,10-Aug-21,Oregon,Portland,2,4
2021,10-Aug-21,Mississippi,Clarksdale,2,2
2021,9-Aug-21,Massachusetts,Boston,1,5
2021,9-Aug-21,Michigan,Flint,2,4
2021,8-Aug-21,New York,Brooklyn,3,2
2021,8-Aug-21,Illinois,Chicago,1,6
2021,8-Aug-21,Illinois,Chicago,1,4
2021,8-Aug-21,Texas,Houston,1,5
2021,8-Aug-21,District of Columbia,Washington,0,4
2021,8-Aug-21,Louisiana,New Orleans,0,5
2021,7-Aug-21,Alabama,Montgomery,0,4
2021,7-Aug-21,Illinois,Chicago,0,4
2021,7-Aug-21,Virginia,Norfolk,0,4
2021,6-Aug-21,Tennessee,Nashville,0,4
2021,4-Aug-21,Pennsylvania,Philadelphia,0,4
2021,3-Aug-21,Illinois,Urbana,1,3
2021,2-Aug-21,South Carolina,Greenwood,3,1
2021,2-Aug-21,South Carolina,Columbia,0,9
2021,1-Aug-21,Texas,Nacogdoches,1,3
2021,1-Aug-21,Rhode Island,Providence,0,5
2021,1-Aug-21,Louisiana,New Orleans,1,3
2021,1-Aug-21,Louisiana,New Orleans,0,5
2021,31-Jul-21,Ohio,Columbus,1,5
2021,31-Jul-21,Illinois,Chicago,1,3
2021,31-Jul-21,Indiana,Indianapolis,0,5
2021,31-Jul-21,Michigan,Saginaw,2,2
2021,31-Jul-21,New York,Corona (Queens),0,10
2021,31-Jul-21,Ohio,Cleveland,0,5
2021,31-Jul-21,Kentucky,Lexington,0,5
2021,29-Jul-21,Iowa,Davenport,0,4
2021,29-Jul-21,Pennsylvania,Pittsburgh,3,2
2021,28-Jul-21,District of Columbia,Washington,0,4
2021,28-Jul-21,Alabama,Montgomery,1,3
2021,28-Jul-21,South Carolina,Charleston,1,4
2021,25-Jul-21,Michigan,Detroit,0,6
2021,25-Jul-21,California,Wasco,5,1
2021,25-Jul-21,Illinois,Chicago,0,5
2021,25-Jul-21,Washington,Seattle,2,3
2021,24-Jul-21,Ohio,Columbus,0,4
2021,24-Jul-21,Texas,Amarillo,0,6
2021,24-Jul-21,Georgia,Macon,2,3
2021,23-Jul-21,South Carolina,Spartanburg,2,2
2021,23-Jul-21,South Carolina,Darlington,0,4
2021,23-Jul-21,California,San Rafael,2,4
2021,22-Jul-21,Texas,Houston,1,5
2021,21-Jul-21,Illinois,Chicago,0,5
2021,21-Jul-21,Maryland,Hyattsville (Adelphi),1,4
2021,21-Jul-21,Illinois,Chicago,0,8
2021,21-Jul-21,Illinois,Chicago,2,3
2021,20-Jul-21,Texas,Jacksonville,4,0
2021,19-Jul-21,New Jersey,Perth Amboy,0,6
2021,19-Jul-21,Illinois,Chicago,0,4
2021,18-Jul-21,Ohio,Toledo,1,3
2021,18-Jul-21,Florida,Gainesville,1,4
2021,18-Jul-21,North Carolina,Burlington,0,4
2021,18-Jul-21,Arizona,Tucson,4,3
2021,18-Jul-21,Texas,Houston,3,2
2021,18-Jul-21,California,Walnut Creek,1,3
2021,17-Jul-21,Oregon,Portland,1,6
2021,17-Jul-21,Illinois,Chicago,0,6
2021,16-Jul-21,Pennsylvania,Philadelphia,1,4
2021,16-Jul-21,California,Sacramento,2,4
2021,16-Jul-21,New Hampshire,Manchester,0,4
2021,16-Jul-21,South Carolina,Greenville,1,3
2021,16-Jul-21,District of Columbia,Washington,1,5
2021,16-Jul-21,Illinois,Chicago,1,4
2021,15-Jul-21,Texas,Levelland,1,5
2021,15-Jul-21,Massachusetts,Boston,0,4
2021,15-Jul-21,Missouri,Lake Ozark,1,3
2021,14-Jul-21,Illinois,Chicago,0,5
2021,14-Jul-21,Illinois,Chicago,0,5
2021,14-Jul-21,Delaware,Claymont,2,2
2021,13-Jul-21,Indiana,Indianapolis,0,4
2021,13-Jul-21,Michigan,Detroit,1,6
2021,12-Jul-21,New Jersey,Iselin,0,4
2021,12-Jul-21,Pennsylvania,Beaver Falls,2,3
2021,12-Jul-21,New York,Corona (Queens),0,4
2021,11-Jul-21,Texas,El Paso (Socorro),1,5
2021,10-Jul-21,Pennsylvania,Philadelphia,0,6
2021,10-Jul-21,Massachusetts,Boston,0,4
2021,10-Jul-21,Ohio,Springfield,1,3
2021,9-Jul-21,California,Los Angeles,0,4
2021,8-Jul-21,Connecticut,Hartford,0,4
2021,5-Jul-21,Ohio,Toledo,1,11
2021,5-Jul-21,California,Santa Rosa,1,3
2021,5-Jul-21,New York,Buffalo,1,3
2021,5-Jul-21,Illinois,Chicago,2,4
2021,4-Jul-21,California,Thermal,0,4
2021,4-Jul-21,Ohio,Cleveland,0,4
2021,4-Jul-21,Illinois,Peoria,1,3
2021,4-Jul-21,Nevada,North Las Vegas,2,7
2021,4-Jul-21,Illinois,Danville,0,4
2021,4-Jul-21,Texas,Dallas,3,3
2021,4-Jul-21,Missouri,Kansas City,0,4
2021,4-Jul-21,Texas,Dallas,0,5
2021,4-Jul-21,Texas,Fort Worth,0,8
2021,4-Jul-21,Illinois,Rantoul,0,5
2021,4-Jul-21,Nebraska,Omaha,1,4
2021,3-Jul-21,North Carolina,Chadbourn,3,1
2021,3-Jul-21,Pennsylvania,Lancaster,0,4
2021,3-Jul-21,Georgia,Swainsboro,1,3
2021,3-Jul-21,Illinois,Chicago,0,4
2021,2-Jul-21,Virginia,Norfolk,0,4
2021,2-Jul-21,Pennsylvania,Philadelphia,1,4
2021,2-Jul-21,Illinois,Champaign,1,4
2021,1-Jul-21,Illinois,Chicago,0,7
2021,1-Jul-21,South Carolina,Spartanburg,2,4
2021,1-Jul-21,Virginia,Chesapeake,2,2
2021,30-Jun-21,Illinois,Chicago,0,4
2021,30-Jun-21,Texas,Houston,3,1
2021,30-Jun-21,Louisiana,Marrero,0,4
2021,30-Jun-21,Delaware,Dover,1,3
2021,27-Jun-21,Illinois,Chicago,1,5
2021,27-Jun-21,Illinois,Saint Charles,1,3
2021,27-Jun-21,Illinois,Chicago,1,10
2021,27-Jun-21,Tennessee,Memphis,3,1
2021,27-Jun-21,North Carolina,Greensboro,0,4
2021,26-Jun-21,Texas,Houston,1,3
2021,26-Jun-21,Illinois,Chicago,1,3
2021,26-Jun-21,Alabama,Fort Deposit,1,3
2021,25-Jun-21,Ohio,Columbus,0,4
2021,25-Jun-21,Illinois,Chicago,0,4
2021,25-Jun-21,New York,Bronx,0,5
2021,24-Jun-21,Florida,Gainesville,1,4
2021,23-Jun-21,Alabama,Montgomery,2,2
2021,23-Jun-21,New York,Buffalo,0,4
2021,23-Jun-21,Illinois,Chicago,0,4
2021,23-Jun-21,Illinois,Chicago,0,4
2021,21-Jun-21,Missouri,Saint Louis,3,4
2021,21-Jun-21,District of Columbia,Washington,0,4
2021,20-Jun-21,Virginia,Richmond,1,3
2021,20-Jun-21,California,Richmond,3,5
2021,20-Jun-21,Colorado,Aurora,1,4
2021,20-Jun-21,Florida,Wildwood,1,10
2021,20-Jun-21,Texas,Dallas,0,8
2021,20-Jun-21,Indiana,Granger,1,4
2021,20-Jun-21,New Jersey,Atlantic City,1,3
2021,20-Jun-21,Ohio,Cincinnati,1,3
2021,19-Jun-21,Alaska,Anchorage,1,4
2021,19-Jun-21,Louisiana,Baton Rouge,2,4
2021,19-Jun-21,New Jersey,Newark,0,4
2021,19-Jun-21,California,Oakland,1,7
2021,18-Jun-21,Minnesota,Minneapolis,0,5
2021,17-Jun-21,Virginia,Petersburg,0,4
2021,17-Jun-21,North Carolina,Durham,2,2
2021,17-Jun-21,Ohio,Cincinnati,1,3
2021,17-Jun-21,New Jersey,Paterson,0,4
2021,16-Jun-21,Maryland,Baltimore,1,5
2021,15-Jun-21,Illinois,Chicago,0,5
2021,15-Jun-21,Illinois,Chicago,5,3
2021,15-Jun-21,Alabama,Albertville,3,2
2021,14-Jun-21,Georgia,Columbus,2,2
2021,14-Jun-21,Michigan,Lansing,2,2
2021,14-Jun-21,Florida,Boynton Beach,1,3
2021,13-Jun-21,Ohio,West Salem,1,6
2021,13-Jun-21,Kentucky,Louisville,1,3
2021,12-Jun-21,Texas,Austin,1,14
2021,12-Jun-21,Ohio,Cleveland,3,4
2021,12-Jun-21,Illinois,Chicago,1,9
2021,11-Jun-21,Washington,Seattle (White Center),2,2
2021,11-Jun-21,Georgia,Savannah,2,6
2021,11-Jun-21,North Carolina,Winston Salem (Winston-salem),1,3
2021,11-Jun-21,Texas,Dallas,0,5
2021,10-Jun-21,Michigan,Detroit,1,3
2021,10-Jun-21,New York,Yonkers,0,4
2021,10-Jun-21,Illinois,Chicago,1,4
2021,8-Jun-21,Tennessee,Nashville,1,3
2021,8-Jun-21,Tennessee,Memphis,1,4
2021,8-Jun-21,Texas,Houston,0,5
2021,7-Jun-21,Ohio,Cleveland,0,6
2021,7-Jun-21,Florida,Homestead,3,3
2021,6-Jun-21,Missouri,Saint Louis,0,4
2021,6-Jun-21,North Carolina,Snow Hill,0,4
2021,6-Jun-21,Ohio,Cleveland,0,8
2021,6-Jun-21,Florida,Miami (Kendall),3,6
2021,6-Jun-21,California,Oakland,0,5
2021,6-Jun-21,Utah,Salt Lake City,1,4
2021,6-Jun-21,Illinois,Chicago,0,8
2021,5-Jun-21,Louisiana,New Orleans,0,9
2021,5-Jun-21,Indiana,Indianapolis,2,2
2021,4-Jun-21,Michigan,Muskegon,1,3
2021,2-Jun-21,Ohio,Toledo,0,4
2021,2-Jun-21,Arkansas,Magnolia,0,4
2021,2-Jun-21,Ohio,Springfield,0,6
2021,31-May-21,New York,Brooklyn,0,4
2021,31-May-21,Missouri,Saint Louis,0,4
2021,31-May-21,Ohio,Cleveland (Garfield Heights),1,5
2021,30-May-21,Alabama,Aliceville,1,4
2021,30-May-21,Florida,Hialeah,3,20
2021,30-May-21,Illinois,Chicago,0,4
2021,29-May-21,Texas,San Antonio,2,2
2021,29-May-21,Missouri,Saint Louis,1,3
2021,28-May-21,Florida,Miami,1,6
2021,27-May-21,North Carolina,Durham,0,5
2021,26-May-21,Illinois,Chicago,1,3
2021,26-May-21,California,San Jose,10,0
2021,24-May-21,Michigan,Inkster,2,2
2021,24-May-21,Ohio,West Jefferson,4,0
2021,23-May-21,Illinois,Chicago,0,4
2021,23-May-21,New York,Bay Shore,0,4
2021,23-May-21,New Jersey,Paterson,0,5
2021,23-May-21,Virginia,Norfolk,0,4
2021,22-May-21,South Carolina,North Charleston,1,14
2021,22-May-21,Delaware,Wilmington,0,4
2021,22-May-21,Ohio,Columbus,1,5
2021,22-May-21,Minnesota,Minneapolis,2,7
2021,22-May-21,Indiana,Fort Wayne,1,4
2021,22-May-21,New Jersey,Bridgeton,3,11
2021,21-May-21,New York,Albany,1,5
2021,21-May-21,New Jersey,Jersey City,2,4
2021,20-May-21,Indiana,Evansville,1,3
2021,18-May-21,California,Oakland,2,5
2021,18-May-21,California,Hemet,1,4
2021,16-May-21,Ohio,Cincinnati,1,3
2021,16-May-21,Georgia,Atlanta,0,4
2021,16-May-21,Michigan,East Lansing,0,5
2021,16-May-21,Georgia,Columbus,0,4
2021,16-May-21,Georgia,Stone Mountain,1,5
2021,16-May-21,Alabama,Birmingham,1,4
2021,15-May-21,District of Columbia,Washington,1,3
2021,15-May-21,New York,Bronx,1,4
2021,15-May-21,Illinois,Chicago,2,3
2021,14-May-21,Pennsylvania,Philadelphia,0,4
2021,13-May-21,Georgia,Augusta,2,2
2021,13-May-21,District of Columbia,Washington,1,3
2021,13-May-21,Rhode Island,Providence,0,8
2021,12-May-21,Pennsylvania,Philadelphia,1,3
2021,12-May-21,Georgia,Buford,2,2
2021,11-May-21,Maryland,Baltimore,0,4
2021,10-May-21,Alabama,Montgomery,0,7
